id,mode,tier,group,experiment,setting,algorithm,setup,arm,reduced_from_k,dataset,model,loss,group_n,coset_subgroup,task,optimizer,p,hidden_width,n_layers,activation,init_scale,batch_size,n_train,n_test,alpha,seed,num_clients,local_epochs,num_rounds,fraction_train,partition,dirichlet_alpha,proximal_mu,strategy,server_lr,server_momentum,tau,eval_every,checkpoint_every,epochs,log_every,momentum,lr,weight_decay,grok_threshold,t_grok,t_first_cross,t_50,t_memo,delay,post_grok_dips,final_acc,final_train_acc,peak_train_acc,final_ipr,grokked,censored,steps_run,wall_s,checkpoint_client_weights,d_mlp,feddyn_alpha,n_heads,persist_local_opt_state,track_client_drift
fede_addition_6d6f4e0bfdbf,federated,T3a,size_control,exp3a,,,A,,,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.25,123,50,5,20000,1.0,dirichlet_sizes,0.01,0.0,fedavg,1.0,0.0,0.001,20,1000,10000,100,0.0,50.0,0.0,95.0,inf,inf,inf,3600.0,inf,0,1.0060932487249374,1.105442177504301,99.7448980808258,nan,False,True,100000.0,8199.7,True,512,0.01,4,False,True
fede_addition_6d8bfccef00b,federated,T3b,partitions,exp3b,,,A,,,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.3,456,50,5,10000,1.0,dirichlet,0.5,0.0,fedavg,1.0,0.0,0.001,20,1000,10000,100,0.0,50.0,0.0,95.0,16000.0,16000.0,13400.0,3800.0,12200.0,0,100.0,100.0,100.0,0.36840882897377014,True,False,50000.0,4553.5,True,512,0.01,4,False,True
fede_addition_6db862b16fdc,federated,T2,aggregation_alpha2,exp2,,,B,fl,,modular,transformer,ce,5,s_nm1,addition,adamw,113,128,3,quadratic,1.0,0,1000,5000,0.4,456,2,5,20000,1.0,iid,0.5,0.0,fedavg,1.0,0.0,0.001,20,2000,10000,100,0.0,0.001,1.0,95.0,1500.0,1500.0,1200.0,600.0,900.0,0,99.99999403953552,100.0,100.0,nan,True,False,100000.0,4368.6,True,512,0.01,4,False,True
fede_addition_6deba0a30753,federated,T3b,partitions,exp3b,,,B,,,modular,transformer,ce,5,s_nm1,addition,adamw,113,128,3,quadratic,1.0,0,1000,5000,0.3,123,10,5,20000,1.0,operand,0.5,0.0,fedavg,1.0,0.0,0.001,20,2000,10000,100,0.0,0.001,1.0,95.0,inf,inf,inf,inf,inf,0,22.161316871643066,64.67362642288208,71.7232346534729,nan,False,True,100000.0,5310.8,True,512,0.01,4,False,True
fede_addition_6e64571e3a2f,federated,T3a,size_control,exp3a,,,A,,,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.25,123,20,5,20000,1.0,dirichlet_sizes,0.01,0.0,fedavg,1.0,0.0,0.001,20,1000,10000,100,0.0,50.0,0.0,95.0,29800.0,29800.0,23200.0,3300.0,26500.0,0,100.0,100.0,100.0,0.4106706380844116,True,False,100000.0,3668.7,True,512,0.01,4,False,True
fede_addition_70126fc9bc1b,federated,T3,algorithms,algo,H2,fedavg,,,,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.25,1011,10,25,10000,1.0,dirichlet,0.1,0.0,fedavg,1.0,0.0,0.001,20,0,10000,100,0.0,50.0,0.0,95.0,64000.0,64000.0,43500.0,3000.0,61000.0,0,99.94332194328308,100.0,100.0,0.4082374572753906,True,False,250000.0,2092.3,False,512,0.01,4,False,True
fede_addition_71152002b615,federated,T3a,size_control,exp3a,,,A,,,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.25,123,50,5,20000,1.0,dirichlet_sizes,0.1,0.0,fedavg,1.0,0.0,0.001,20,1000,10000,100,0.0,50.0,0.0,95.0,45900.0,45900.0,34000.0,3400.0,42500.0,0,100.0,100.0,100.0,0.3975289762020111,True,False,100000.0,8151.7,True,512,0.01,4,False,True
fede_addition_71320a359302,federated,T2,aggregation,exp2,,,B,fl,,modular,transformer,ce,5,s_nm1,addition,adamw,113,128,3,quadratic,1.0,0,1000,5000,0.3,123,5,5,20000,1.0,iid,0.5,0.0,fedavg,1.0,0.0,0.001,20,2000,10000,100,0.0,0.001,1.0,95.0,5700.0,5700.0,5200.0,1800.0,3900.0,0,100.0,100.0,100.0,nan,True,False,100000.0,3566.2,True,512,0.01,4,False,True
fede_addition_72352025b744,federated,T3a,dirichlet_setups,exp3a,,,B,,,modular,transformer,ce,5,s_nm1,addition,adamw,113,128,3,quadratic,1.0,0,1000,5000,0.3,123,10,5,20000,1.0,dirichlet,0.01,0.0,fedavg,1.0,0.0,0.001,20,2000,10000,100,0.0,0.001,1.0,95.0,inf,inf,inf,inf,inf,0,11.757467687129974,13.577023148536682,20.104438066482544,nan,False,True,100000.0,6346.9,True,512,0.01,4,False,True
fede_addition_7247bd06c1b3,federated,T2,aggregation,exp2,,,A,fl,,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.3,123,5,5,10000,1.0,iid,0.5,0.0,fedavg,1.0,0.0,0.001,20,1000,10000,100,0.0,50.0,0.0,95.0,12700.0,12700.0,10700.0,3700.0,9000.0,0,100.0,100.0,100.0,0.41959577798843384,True,False,50000.0,1334.1,True,512,0.01,4,False,True
fede_addition_7297e0c664d5,federated,T3,server_lr_cal,cal,,fedavgm,,,,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.3,42,10,5,10000,1.0,dirichlet,0.1,0.0,fedavgm,1.0,0.0,0.001,20,0,10000,100,0.0,50.0,0.0,95.0,13400.0,13400.0,11300.0,3600.0,9800.0,0,100.0,100.0,100.0,0.39066949486732483,True,False,50000.0,1471.3,False,512,0.01,4,False,True
fede_addition_740a0215ae74,federated,S2,fl_probe,probe,,,B,,,modular,transformer,ce,5,s_nm1,addition,adamw,113,128,3,quadratic,1.0,0,1000,5000,0.3,42,50,5,2000,1.0,iid,0.5,0.0,fedavg,1.0,0.0,0.001,20,0,10000,100,0.0,0.001,1.0,95.0,inf,inf,inf,inf,inf,0,0.36916881799697876,3.60313318669796,4.986945167183876,nan,False,True,10000.0,1091.2,False,512,0.01,4,False,True
fede_addition_74deb61f3749,federated,S2,fl_probe,probe,,,B,,,modular,transformer,ce,5,s_nm1,addition,adamw,113,128,3,quadratic,1.0,0,1000,5000,0.3,123,10,5,2000,1.0,iid,0.5,0.0,fedavg,1.0,0.0,0.001,20,0,10000,100,0.0,0.001,1.0,95.0,6400.0,6400.0,6200.0,5600.0,800.0,0,100.0,100.0,100.0,nan,True,False,10000.0,402.5,False,512,0.01,4,False,True
fede_addition_760d2975d1c0,federated,T1,probe,probe,,,,,,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.3,123,10,5,10000,1.0,operand,0.5,0.0,fedavg,1.0,0.0,0.001,20,0,10000,100,0.0,50.0,0.0,95.0,12700.0,12700.0,10600.0,3700.0,9000.0,0,100.0,100.0,100.0,0.44009944796562195,True,False,50000.0,1495.8,False,512,0.01,4,False,True
fede_addition_769384356140,federated,T3a,dirichlet_setups,exp3a,,,A,,,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.3,42,10,5,10000,1.0,dirichlet,0.1,0.0,fedavg,1.0,0.0,0.001,20,1000,10000,100,0.0,50.0,0.0,95.0,13400.0,13400.0,11300.0,3600.0,9800.0,0,100.0,100.0,100.0,0.39066991209983826,True,False,50000.0,1534.4,True,512,0.01,4,False,True
fede_addition_76956f1f6e08,federated,T2,k_fixed_total,phase,,,,,,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.3,789,5,5,10000,1.0,operand,0.5,0.0,fedavg,1.0,0.0,0.001,20,0,10000,100,0.0,50.0,0.0,95.0,13400.0,13400.0,11200.0,3800.0,9600.0,0,100.0,100.0,100.0,0.416973739862442,True,False,50000.0,1322.5,False,512,0.01,4,False,True
fede_addition_76f2ecbbe3ee,federated,T3a,dirichlet_setups,exp3a,,,B,,,modular,transformer,ce,5,s_nm1,addition,adamw,113,128,3,quadratic,1.0,0,1000,5000,0.3,456,10,5,20000,1.0,dirichlet,0.01,0.0,fedavg,1.0,0.0,0.001,20,2000,10000,100,0.0,0.001,1.0,95.0,inf,inf,inf,inf,inf,0,13.737554848194122,15.561357140541077,20.052218437194824,nan,False,True,100000.0,5366.2,True,512,0.01,4,False,True
fede_addition_7754170f055a,federated,T1,probe,probe,,,,,,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.3,456,10,50,10000,1.0,iid,0.5,0.0,fedavg,1.0,0.0,0.001,20,0,10000,100,0.0,50.0,0.0,95.0,25000.0,25000.0,20000.0,5000.0,20000.0,0,99.95445609092712,100.0,100.0,0.42185404896736145,True,False,500000.0,2640.6,False,512,0.01,4,False,True
fede_addition_7759b72e65d1,federated,T2,aggregation,exp2,,,A',fl,,modular,groknet,mse,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.2,42,2,5,20000,1.0,iid,0.5,0.0,fedavg,1.0,0.0,0.001,20,2000,10000,100,0.0,0.001,0.1,95.0,53200.0,53200.0,43300.0,200.0,53000.0,0,100.0,100.0,100.0,0.39679282903671265,True,False,100000.0,2414.6,True,512,0.01,4,False,True
fede_addition_776182345795,federated,T2,aggregation,exp2,,,B,fl,,modular,transformer,ce,5,s_nm1,addition,adamw,113,128,3,quadratic,1.0,0,1000,5000,0.3,123,10,5,20000,1.0,iid,0.5,0.0,fedavg,1.0,0.0,0.001,20,2000,10000,100,0.0,0.001,1.0,95.0,5200.0,5200.0,5000.0,4800.0,400.0,0,100.0,100.0,100.0,nan,True,False,100000.0,4241.0,True,512,0.01,4,False,True
fede_addition_778289b0bacd,federated,T2,boundary,boundary,,,,,,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.25,123,20,5,20000,1.0,iid,0.5,0.0,fedavg,1.0,0.0,0.001,20,1000,10000,100,0.0,50.0,0.0,95.0,29800.0,29800.0,23500.0,3300.0,26500.0,0,100.0,100.0,100.0,0.41698214411735535,True,False,100000.0,3537.6,True,512,0.01,4,False,True
fede_addition_77c95afe9fbb,federated,T2,k_fixed_total,phase,,,,,,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.3,1011,50,5,10000,1.0,operand,0.5,0.0,fedavg,1.0,0.0,0.001,20,0,10000,100,0.0,50.0,0.0,95.0,13700.0,13700.0,11600.0,3700.0,10000.0,0,100.0,100.0,100.0,0.48972630500793457,True,False,50000.0,4193.9,False,512,0.01,4,False,True
fede_addition_77fe2a79c88b,federated,T2,aggregation_alpha2,exp2,,,B,fl,,modular,transformer,ce,5,s_nm1,addition,adamw,113,128,3,quadratic,1.0,0,1000,5000,0.4,42,20,5,2000,1.0,iid,0.5,0.0,fedavg,1.0,0.0,0.001,20,200,10000,100,0.0,0.001,1.0,95.0,inf,inf,inf,inf,inf,0,20.046985149383545,38.98570537567139,40.767574310302734,nan,False,True,10000.0,2103.9,True,512,0.01,4,False,True
fede_addition_7890dfebe4c5,federated,T3,server_lr_cal,cal,,fedavgm,,,,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.3,123,10,5,10000,1.0,dirichlet,0.1,0.0,fedavgm,0.1,0.0,0.001,20,0,10000,100,0.0,50.0,0.0,95.0,inf,inf,inf,35600.0,inf,0,0.19735842943191528,99.89368915557861,99.89368915557861,0.028931494802236557,False,True,50000.0,1516.9,False,512,0.01,4,False,True
fede_addition_790af6ebe65c,federated,T5,participation_setups,exp4b,,,A,,,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.3,456,20,5,40000,0.25,iid,0.5,0.0,fedavg,1.0,0.0,0.001,80,4000,10000,100,0.0,50.0,0.0,95.0,3500.028348688861,3500.028348688861,3099.961020552782,999.9751948972364,2500.053153791625,0,100.0,100.0,100.0,0.4676857888698578,True,False,49999.424167254176,5131.2,True,512,0.01,4,False,True
fede_addition_7944c35da99a,federated,T3a,dirichlet_band,exp3a,,,A,,,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.25,456,50,5,20000,1.0,dirichlet,0.1,0.0,fedavg,1.0,0.0,0.001,20,1000,10000,100,0.0,50.0,0.0,95.0,55800.0,55800.0,41600.0,3100.0,52700.0,0,100.0,100.0,100.0,0.32862019538879395,True,False,100000.0,8530.4,True,512,0.01,4,False,True
fede_addition_7984c8092f77,federated,P1,k_collapse_budget,diagnosis,,,B,,,modular,transformer,ce,5,s_nm1,addition,adamw,113,128,3,quadratic,1.0,0,1000,5000,0.3,42,30,5,20000,1.0,iid,0.5,0.0,fedavg,1.0,0.0,0.001,20,2000,10000,100,0.0,0.001,1.0,95.0,13200.0,12800.0,9700.0,12900.0,300.0,2,97.94160723686218,99.66057538986206,100.0,nan,True,False,100000.0,6248.1,True,512,0.01,4,False,True
fede_addition_79e9914266b7,federated,T5,local_epochs,exp_e,,,A,,,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.3,42,10,25,2000,1.0,iid,0.5,0.0,fedavg,1.0,0.0,0.001,4,0,10000,100,0.0,50.0,0.0,95.0,14700.0,14700.0,12200.0,3700.0,11000.0,0,100.0,100.0,100.0,0.39076152443885803,True,False,50000.0,577.5,False,512,0.01,4,False,True
fede_addition_7be9bba001a8,federated,T3,algorithms,algo,H1,fedyogi,,,,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.25,1011,10,25,10000,1.0,iid,0.5,0.0,fedyogi,0.1,0.0,0.001,20,0,10000,100,0.0,50.0,0.0,95.0,4500.0,4500.0,2500.0,1000.0,3500.0,0,100.0,100.0,100.0,0.39051905274391174,True,False,250000.0,2049.6,False,512,0.01,4,False,True
fede_addition_7c569d4c3a98,federated,T2,k_fixed_total,phase,,,,,,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.3,1011,10,5,10000,1.0,dirichlet,0.5,0.0,fedavg,1.0,0.0,0.001,20,0,10000,100,0.0,50.0,0.0,95.0,13600.0,13600.0,11600.0,3700.0,9900.0,0,100.0,100.0,100.0,0.393698126077652,True,False,50000.0,1478.0,False,512,0.01,4,False,True
fede_addition_7c95efdf1292,federated,T3a,dirichlet_band,exp3a,,,A,,,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.25,456,20,5,20000,1.0,dirichlet,10.0,0.0,fedavg,1.0,0.0,0.001,20,1000,10000,100,0.0,50.0,0.0,95.0,31500.0,31500.0,24200.0,3200.0,28300.0,0,100.0,100.0,100.0,0.4080350697040558,True,False,100000.0,4132.1,True,512,0.01,4,False,True
fede_addition_7da941d05ca7,federated,T2,k_fixed_total,phase,,,,,,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.3,456,50,5,10000,1.0,dirichlet,0.5,0.0,fedavg,1.0,0.0,0.001,20,0,10000,100,0.0,50.0,0.0,95.0,16000.0,16000.0,13400.0,3800.0,12200.0,0,100.0,100.0,100.0,0.3684062957763672,True,False,50000.0,4553.5,False,512,0.01,4,False,True
fede_addition_7dc2edc01c47,federated,T2,k_fixed_total,phase,,,,,,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.3,1011,50,5,10000,1.0,iid,0.5,0.0,fedavg,1.0,0.0,0.001,20,0,10000,100,0.0,50.0,0.0,95.0,15200.0,15200.0,12700.0,3700.0,11500.0,0,100.0,100.0,100.0,0.36728376150131226,True,False,50000.0,4516.6,False,512,0.01,4,False,True
fede_addition_7de53732798d,federated,T3a,dirichlet_setups,exp3a,,,B,,,modular,transformer,ce,5,s_nm1,addition,adamw,113,128,3,quadratic,1.0,0,1000,5000,0.3,42,10,5,20000,1.0,dirichlet,1000.0,0.0,fedavg,1.0,0.0,0.001,20,2000,10000,100,0.0,0.001,1.0,95.0,12300.0,12300.0,11900.0,6900.0,5400.0,0,99.9776303768158,100.0,100.0,nan,True,False,100000.0,4778.8,True,512,0.01,4,False,True
fede_addition_7e5a6be2ecca,federated,T2,aggregation,exp2,,,A',fl,,modular,groknet,mse,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.2,456,10,5,20000,1.0,iid,0.5,0.0,fedavg,1.0,0.0,0.001,20,2000,10000,100,0.0,0.001,0.1,95.0,32800.0,32800.0,26400.0,800.0,32000.0,0,100.0,100.0,100.0,0.2885010242462158,True,False,100000.0,3066.5,True,512,0.01,4,False,True
fede_addition_7e7a7104705b,federated,T5,local_epochs,exp_e,,,A,,,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.3,123,10,50,1000,1.0,iid,0.5,0.0,fedavg,1.0,0.0,0.001,2,0,10000,100,0.0,50.0,0.0,95.0,23000.0,23000.0,17200.0,4000.0,19000.0,0,100.0,100.0,100.0,0.3027022182941437,True,False,50000.0,263.6,False,512,0.01,4,False,True
fede_addition_7e8eb504d176,federated,T5,local_epochs,exp_e,,,B,,,modular,transformer,ce,5,s_nm1,addition,adamw,113,128,3,quadratic,1.0,0,1000,5000,0.3,456,10,25,8000,1.0,iid,0.5,0.0,fedavg,1.0,0.0,0.001,4,800,10000,100,0.0,0.001,0.1,95.0,70000.0,70000.0,65100.0,6000.0,64000.0,0,100.0,100.0,100.0,nan,True,False,200000.0,6379.3,True,512,0.01,4,False,True
fede_addition_7f3cd0ee99d0,federated,T3,algorithms,algo,H1,scaffold,,,,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.25,42,10,25,10000,1.0,iid,0.5,0.0,scaffold,1.0,0.0,0.001,20,0,10000,100,0.0,50.0,0.0,95.0,4000.0,4000.0,3500.0,1000.0,3000.0,0,99.98583197593689,100.0,100.0,0.4527989625930786,True,False,250000.0,2739.5,False,512,0.01,4,False,True
fede_addition_7fe78f36bfcf,federated,T3a,dirichlet_band,exp3a,,,A,,,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.25,42,50,5,20000,1.0,dirichlet,0.01,0.0,fedavg,1.0,0.0,0.001,20,1000,10000,100,0.0,50.0,0.0,95.0,inf,inf,inf,inf,inf,0,1.0911152698099613,0.8503401651978493,98.29931855201721,nan,False,True,100000.0,8692.6,True,512,0.01,4,False,True
fede_addition_800327393921,federated,T3,algorithms,algo,H3,fedyogi,,,,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.3,789,10,50,10000,1.0,dirichlet,0.1,0.0,fedyogi,0.1,0.0,0.001,20,0,10000,100,0.0,50.0,0.0,95.0,2000.0,2000.0,2000.0,2000.0,0.0,0,100.0,100.0,100.0,0.4942031502723694,True,False,500000.0,2572.2,False,512,0.01,4,False,True
fede_addition_80dd9845b7b3,federated,T3,algorithms,algo,H1,fedprox,,,,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.25,123,10,25,10000,1.0,iid,0.5,0.01,fedprox,1.0,0.0,0.001,20,0,10000,100,0.0,50.0,0.0,95.0,inf,inf,inf,40500.0,inf,0,34.859004616737366,100.0,100.0,0.09801536053419113,False,True,250000.0,2417.4,False,512,0.01,4,False,True
fede_addition_8101c97f6d2a,federated,T3b,partitions,exp3b,,,A',,,modular,groknet,mse,5,s_nm1,addition,adamw,97,256,3,quadratic,1.0,0,1000,5000,0.2,456,10,5,20000,1.0,target,0.5,0.0,fedavg,1.0,0.0,0.001,20,2000,10000,100,0.0,0.001,0.1,95.0,17900.0,17900.0,14200.0,1400.0,16500.0,0,100.0,100.0,100.0,0.3528030514717102,True,False,100000.0,3541.4,True,512,0.01,4,False,True
fede_addition_812af9cf49ce,federated,P1,k_collapse_wd,diagnosis,,,B,,,modular,transformer,ce,5,s_nm1,addition,adamw,113,128,3,quadratic,1.0,0,1000,5000,0.3,42,20,5,2000,1.0,iid,0.5,0.0,fedavg,1.0,0.0,0.001,20,0,10000,100,0.0,0.001,0.1,95.0,inf,inf,inf,3900.0,inf,0,0.23492560721933842,99.9738872051239,100.0,nan,False,True,10000.0,886.0,False,512,0.01,4,False,True
fede_addition_81317b979f23,federated,P1,k_collapse_budget,diagnosis,,,B,,,modular,transformer,ce,5,s_nm1,addition,adamw,113,128,3,quadratic,1.0,0,1000,5000,0.3,456,20,5,40000,1.0,iid,0.5,0.0,fedavg,1.0,0.0,0.001,20,2000,10000,100,0.0,0.001,0.1,95.0,93700.0,93700.0,85900.0,3600.0,90100.0,0,99.66439604759216,100.0,100.0,nan,True,False,200000.0,11964.1,True,512,0.01,4,False,True
fede_addition_820f277079d6,federated,T3,algorithms,algo,H3,fedyogi,,,,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.3,123,10,50,10000,1.0,dirichlet,0.1,0.0,fedyogi,0.1,0.0,0.001,20,0,10000,100,0.0,50.0,0.0,95.0,2000.0,2000.0,2000.0,2000.0,0.0,0,100.0,100.0,100.0,0.4909704327583313,True,False,500000.0,2585.8,False,512,0.01,4,False,True
fede_addition_82144f522051,federated,T3a,dirichlet_band,exp3a,,,A,,,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.25,42,50,5,20000,1.0,dirichlet,0.1,0.0,fedavg,1.0,0.0,0.001,20,1000,10000,100,0.0,50.0,0.0,95.0,49700.0,49700.0,37000.0,2900.0,46800.0,0,100.0,100.0,100.0,0.32496291399002075,True,False,100000.0,8554.8,True,512,0.01,4,False,True
fede_addition_8260e8431d44,federated,T5,local_epochs,exp_e,,,A,,,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.3,42,10,1,50000,1.0,iid,0.5,0.0,fedavg,1.0,0.0,0.001,100,0,10000,100,0.0,50.0,0.0,95.0,12600.0,12600.0,10600.0,3700.0,8900.0,0,100.0,100.0,100.0,0.42173337936401367,True,False,50000.0,10928.9,False,512,0.01,4,False,True
fede_addition_826c9620c89d,federated,T3b,partitions,exp3b,,,B,,,modular,transformer,ce,5,s_nm1,addition,adamw,113,128,3,quadratic,1.0,0,1000,5000,0.3,42,20,5,20000,1.0,dirichlet,0.5,0.0,fedavg,1.0,0.0,0.001,20,2000,10000,100,0.0,0.001,1.0,95.0,inf,12000.0,5400.0,16700.0,inf,833,94.2387342453003,98.79895448684692,99.11227226257324,nan,False,True,100000.0,7231.2,True,512,0.01,4,False,True
fede_addition_855253117263,federated,T2,k_fixed_total,phase,,,,,,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.3,42,20,5,10000,1.0,operand,0.5,0.0,fedavg,1.0,0.0,0.001,20,0,10000,100,0.0,50.0,0.0,95.0,12700.0,12700.0,10700.0,3700.0,9000.0,0,100.0,100.0,100.0,0.43513306975364685,True,False,50000.0,1975.4,False,512,0.01,4,False,True
fede_addition_85a57cf4f72a,federated,T3a,dirichlet_setups,exp3a,,,A,,,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.3,123,10,5,10000,1.0,dirichlet,10.0,0.0,fedavg,1.0,0.0,0.001,20,1000,10000,100,0.0,50.0,0.0,95.0,12900.0,12900.0,10800.0,3700.0,9200.0,0,100.0,100.0,100.0,0.42272627353668213,True,False,50000.0,1465.9,True,512,0.01,4,False,True
fede_addition_85c383e38530,federated,T3b,partitions,exp3b,,,A,,,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.3,456,50,5,10000,1.0,target,0.5,0.0,fedavg,1.0,0.0,0.001,20,1000,10000,100,0.0,50.0,0.0,95.0,27500.0,27500.0,17900.0,34100.0,-6600.0,0,99.93927478790283,100.0,100.0,0.1812686026096344,True,False,50000.0,5154.5,True,512,0.01,4,False,True
fede_addition_85de03f82dad,federated,T5,local_epochs,exp_e,,,A,,,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.3,456,10,50,1000,1.0,iid,0.5,0.0,fedavg,1.0,0.0,0.001,2,0,10000,100,0.0,50.0,0.0,95.0,24900.0,24900.0,19700.0,4100.0,20800.0,0,100.0,100.0,100.0,0.2962038516998291,True,False,50000.0,262.1,False,512,0.01,4,False,True
fede_addition_86143ca429f3,federated,T3,algorithms,algo,H1,fedyogi,,,,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.25,789,10,25,10000,1.0,iid,0.5,0.0,fedyogi,0.1,0.0,0.001,20,0,10000,100,0.0,50.0,0.0,95.0,3500.0,3500.0,2500.0,1000.0,2500.0,0,99.91497993469238,100.0,100.0,0.5792498588562012,True,False,250000.0,2044.6,False,512,0.01,4,False,True
fede_addition_86214a479fb6,federated,T3a,dirichlet_band,exp3a,,,A,,,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.25,123,20,5,20000,1.0,dirichlet,1.0,0.0,fedavg,1.0,0.0,0.001,20,1000,10000,100,0.0,50.0,0.0,95.0,29900.0,29900.0,23600.0,3300.0,26600.0,0,100.0,100.0,100.0,0.4072346091270447,True,False,100000.0,4337.5,True,512,0.01,4,False,True
fede_addition_86e9a9bb2ee7,federated,T3,server_lr_cal,cal,,fedavgm,,,,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.3,456,10,5,10000,1.0,dirichlet,0.1,0.0,fedavgm,0.3,0.9,0.001,20,0,10000,100,0.0,50.0,0.0,95.0,5400.0,5400.0,4600.0,1400.0,4000.0,0,100.0,100.0,100.0,0.47651389241218567,True,False,50000.0,1463.7,False,512,0.01,4,False,True
fede_addition_8736741a7554,federated,T2,k_fixed_total,phase,,,,,,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.3,789,20,5,10000,1.0,iid,0.5,0.0,fedavg,1.0,0.0,0.001,20,0,10000,100,0.0,50.0,0.0,95.0,14100.0,14100.0,11800.0,3700.0,10400.0,0,100.0,100.0,100.0,0.4160623848438263,True,False,50000.0,1989.5,False,512,0.01,4,False,True
fede_addition_874276aa7319,federated,T3a,dirichlet_band,exp3a,,,A,,,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.25,123,20,5,20000,1.0,dirichlet,1000.0,0.0,fedavg,1.0,0.0,0.001,20,1000,10000,100,0.0,50.0,0.0,95.0,28800.0,28800.0,23100.0,3300.0,25500.0,0,100.0,100.0,100.0,0.41910797357559204,True,False,100000.0,4151.1,True,512,0.01,4,False,True
fede_addition_88ac9c27a07b,federated,T3,algorithms,algo,H1,fedyogi,,,,modular,groknet,mse,5,s_nm1,addition,gd,97,256,3,quadratic,1.0,0,1000,5000,0.25,123,10,25,10000,1.0,iid,0.5,0.0,fedyogi,0.1,0.0,0.001,20,0,10000,100,0.0,50.0,0.0,95.0,5000.0,5000.0,3000.0,1000.0,4000.0,0,99.85829591751099,100.0,100.0,0.3504132330417633,True,False,250000.0,2054.8,False,512,0.01,4,False,True
