id,setup,mode,group,arm,dataset,model,optimizer,loss,alpha,n_train,hidden_width,weight_decay,lr,seed,num_clients,local_epochs,fraction_train,partition,dirichlet_alpha,strategy,server_lr,proximal_mu,num_rounds,epochs,grok_threshold,t_memo,t_first_cross,t_grok,grokked,peak_train_acc,final_acc,steps_run,axis,path,step_a,step_b,barrier_train_loss,barrier_rel,min_test_acc_path,min_test_acc_lambda,test_acc_mid,test_acc_start,test_acc_end,train_loss_start,train_loss_end
fede_addition_47143c2ceb61,A,federated,partitions,,modular,groknet,gd,mse,0.3,1000,256,0.0,50.0,123,50,5,1.0,operand,0.5,fedavg,1.0,0.0,10000,10000,95.0,3600.0,13100.0,13100.0,True,100.0,100.0,50000.0,partition,fed_to_twin,50000.0,50000.0,0.0030034138280825573,37.136668660123576,100.0,0.0,100.0,100.0,100.0,0.00013268845214042813,2.9060780434519984e-05
fede_addition_475ccac5fa0e,B,federated,partitions,,modular,transformer,adamw,ce,0.3,1000,128,1.0,0.001,456,20,5,1.0,operand,0.5,fedavg,1.0,0.0,20000,10000,95.0,inf,inf,inf,False,91.17493629455566,71.59637808799744,100000.0,partition,init_to_end,0.0,100000.0,2.2517355084419255,0.8501975386912785,0.7830853462219238,0.1,2.0583958625793457,0.8278330564498901,71.59637451171875,4.746889114379883,0.5500810742378235
fede_addition_475ccac5fa0e,B,federated,partitions,,modular,transformer,adamw,ce,0.3,1000,128,1.0,0.001,456,20,5,1.0,operand,0.5,fedavg,1.0,0.0,20000,10000,95.0,inf,inf,inf,False,91.17493629455566,71.59637808799744,100000.0,partition,fed_to_twin,100000.0,100000.0,4.110147752705837,14.94378106025052,6.096879005432129,0.4,6.331804275512695,71.59637451171875,100.0,0.5500810742378235,2.922027704244101e-07
fede_addition_47df065db2ad,B,federated,aggregation_alpha2,fl,modular,transformer,adamw,ce,0.4,1000,128,1.0,0.001,42,10,5,1.0,iid,0.5,fedavg,1.0,0.0,20000,10000,95.0,2200.0,2400.0,2400.0,True,100.0,99.99999403953552,100000.0,K,init_to_end,0.0,100000.0,3.6187193451449278,1.5236857057574302,0.796136736869812,0.30000000000000004,1.096319556236267,0.991908073425293,99.99999237060547,4.748482704162598,0.0014723967760801315
fede_addition_47df065db2ad,B,federated,aggregation_alpha2,fl,modular,transformer,adamw,ce,0.4,1000,128,1.0,0.001,42,10,5,1.0,iid,0.5,fedavg,1.0,0.0,20000,10000,95.0,2200.0,2400.0,2400.0,True,100.0,99.99999403953552,100000.0,K,fed_to_twin,100000.0,100000.0,5.365232867200393,7081.259656667148,1.9055075645446777,0.4,2.205690383911133,99.99999237060547,99.99999237060547,0.0014723967760801315,4.293612437322736e-05
fede_addition_483a336432c2,B,federated,participation_setups,,modular,transformer,adamw,ce,0.3,1000,128,0.1,0.001,456,20,5,0.5,iid,0.5,fedavg,1.0,0.0,80000,10000,95.0,1799.997389033942,46800.22584856377,46800.22584856377,True,100.0,99.84338879585266,200000.30809399483,f,init_to_end,0.0,200000.30809399483,19.56850738184262,8.244771214471761,0.8278330564498901,0.0,1.0627586841583252,0.8278330564498901,99.84339141845703,4.746889114379883,4.264111730378772e-09
fede_addition_483a336432c2,B,federated,participation_setups,,modular,transformer,adamw,ce,0.3,1000,128,0.1,0.001,456,20,5,0.5,iid,0.5,fedavg,1.0,0.0,80000,10000,95.0,1799.997389033942,46800.22584856377,46800.22584856377,True,100.0,99.84338879585266,200000.30809399483,f,fed_to_twin,200000.30809399483,200000.0,4.998677132440006,8957.869503362135,2.237386703491211,0.5,2.237386703491211,99.84339141845703,99.93287658691406,4.264111730378772e-09,0.0011160372523590922
fede_addition_4a37b94f32e5,A,federated,boundary,,modular,groknet,gd,mse,0.25,1000,256,0.0,50.0,1011,50,5,1.0,iid,0.5,fedavg,1.0,0.0,20000,10000,95.0,3100.0,46800.0,46800.0,True,100.0,100.0,100000.0,K,memo_to_end,5000.0,100000.0,0.004728234744106885,1.4548670271982695,0.1275329440832138,0.0,78.56029510498047,0.1275329440832138,100.0,0.006316471844911575,0.0001834139256970957
fede_addition_4a37b94f32e5,A,federated,boundary,,modular,groknet,gd,mse,0.25,1000,256,0.0,50.0,1011,50,5,1.0,iid,0.5,fedavg,1.0,0.0,20000,10000,95.0,3100.0,46800.0,46800.0,True,100.0,100.0,100000.0,K,init_to_end,0.0,100000.0,0.0026169178250711415,0.49881218189461657,1.0486042499542236,0.0,99.97166442871094,1.0486042499542236,100.0,0.010309183970093727,0.0001834139256970957
fede_addition_4a37b94f32e5,A,federated,boundary,,modular,groknet,gd,mse,0.25,1000,256,0.0,50.0,1011,50,5,1.0,iid,0.5,fedavg,1.0,0.0,20000,10000,95.0,3100.0,46800.0,46800.0,True,100.0,100.0,100000.0,K,fed_to_twin,100000.0,100000.0,0.009066176809028548,93.76478932505334,99.91497802734375,0.4,99.94332122802734,100.0,100.0,0.0001834139256970957,9.967339792638086e-06
fede_addition_4ba5de6dfe99,B,federated,aggregation_alpha2,fl,modular,transformer,adamw,ce,0.4,1000,128,1.0,0.001,456,20,5,1.0,iid,0.5,fedavg,1.0,0.0,2000,10000,95.0,inf,inf,inf,False,41.04170799255371,17.488905787467957,10000.0,K,init_to_end,0.0,10000.0,1.8866114139556887,0.5767137645847489,0.7830853462219238,0.30000000000000004,1.1093708276748657,0.8744453191757202,17.48890495300293,4.7454938888549805,1.7971327304840088
fede_addition_4ba5de6dfe99,B,federated,aggregation_alpha2,fl,modular,transformer,adamw,ce,0.4,1000,128,1.0,0.001,456,20,5,1.0,iid,0.5,fedavg,1.0,0.0,2000,10000,95.0,inf,inf,inf,False,41.04170799255371,17.488905787467957,10000.0,K,fed_to_twin,10000.0,10000.0,3.7949533107595927,4.223317686626372,1.6966849565505981,0.4,2.1404330730438232,17.48890495300293,99.99999237060547,1.7971327304840088,1.045994031301234e-05
fede_addition_4bc74a8ed20c,A,federated,partitions,,modular,groknet,gd,mse,0.3,1000,256,0.0,50.0,42,10,5,1.0,dirichlet,0.5,fedavg,1.0,0.0,10000,10000,95.0,3700.0,13000.0,13000.0,True,100.0,100.0,50000.0,partition,memo_to_end,5000.0,50000.0,0.0029799964249832556,0.8461363347293636,0.3036283552646637,0.0,99.40792083740234,0.3036283552646637,100.0,0.0070038107223808765,3.996296436525881e-05
fede_addition_4bc74a8ed20c,A,federated,partitions,,modular,groknet,gd,mse,0.3,1000,256,0.0,50.0,42,10,5,1.0,dirichlet,0.5,fedavg,1.0,0.0,10000,10000,95.0,3700.0,13000.0,13000.0,True,100.0,100.0,50000.0,partition,init_to_end,0.0,50000.0,0.002613368665333837,0.5049113154209784,0.9412479400634766,0.0,100.0,0.9412479400634766,100.0,0.01031182985752821,3.996296436525881e-05
fede_addition_4bc74a8ed20c,A,federated,partitions,,modular,groknet,gd,mse,0.3,1000,256,0.0,50.0,42,10,5,1.0,dirichlet,0.5,fedavg,1.0,0.0,10000,10000,95.0,3700.0,13000.0,13000.0,True,100.0,100.0,50000.0,partition,fed_to_twin,50000.0,50000.0,0.0010353796988056274,29.60695563658834,100.0,0.0,100.0,100.0,100.0,3.996296436525881e-05,2.997868796228431e-05
fede_addition_4cfc11a38c81,B,federated,partitions,,modular,transformer,adamw,ce,0.3,1000,128,1.0,0.001,456,20,5,1.0,dirichlet,0.5,fedavg,1.0,0.0,20000,10000,95.0,8400.0,8200.0,8200.0,True,100.0,99.80982542037964,100000.0,partition,memo_to_end,10000.0,100000.0,4.640908794477582,131.5889327764729,2.6848642826080322,0.5,2.6848642826080322,98.91487121582031,99.80982208251953,0.05817766860127449,0.012358792126178741
fede_addition_4cfc11a38c81,B,federated,partitions,,modular,transformer,adamw,ce,0.3,1000,128,1.0,0.001,456,20,5,1.0,dirichlet,0.5,fedavg,1.0,0.0,20000,10000,95.0,8400.0,8200.0,8200.0,True,100.0,99.80982542037964,100000.0,partition,init_to_end,0.0,100000.0,2.665533466637135,1.1201490315279672,0.8278330564498901,0.0,1.4319275617599487,0.8278330564498901,99.80982208251953,4.746889114379883,0.012358792126178741
fede_addition_4cfc11a38c81,B,federated,partitions,,modular,transformer,adamw,ce,0.3,1000,128,1.0,0.001,456,20,5,1.0,dirichlet,0.5,fedavg,1.0,0.0,20000,10000,95.0,8400.0,8200.0,8200.0,True,100.0,99.80982542037964,100000.0,partition,fed_to_twin,100000.0,100000.0,4.553039453271651,736.7923597069225,3.1099677085876465,0.4,3.412014961242676,99.80982208251953,100.0,0.012358792126178741,2.922027704244101e-07
fede_addition_4dc6abeee354,B,federated,aggregation_alpha2,fl,modular,transformer,adamw,ce,0.4,1000,128,1.0,0.001,456,20,5,1.0,iid,0.5,fedavg,1.0,0.0,20000,10000,95.0,inf,inf,inf,False,50.499314069747925,36.79195940494537,100000.0,K,init_to_end,0.0,100000.0,1.959503519535065,0.6338330879396142,0.8222395777702332,0.1,0.8744453191757202,0.8744453191757202,36.79195785522461,4.7454938888549805,1.4375330209732056
fede_addition_4dc6abeee354,B,federated,aggregation_alpha2,fl,modular,transformer,adamw,ce,0.4,1000,128,1.0,0.001,456,20,5,1.0,iid,0.5,fedavg,1.0,0.0,20000,10000,95.0,inf,inf,inf,False,50.499314069747925,36.79195940494537,100000.0,K,fed_to_twin,100000.0,100000.0,3.914544030549223,5.44601084134347,1.7227877378463745,0.4,2.9104671478271484,36.79195785522461,99.99999237060547,1.4375330209732056,4.914497912977822e-05
fede_addition_4e8fb211e318,B,federated,partitions,,modular,transformer,adamw,ce,0.3,1000,128,1.0,0.001,123,20,5,1.0,operand,0.5,fedavg,1.0,0.0,20000,10000,95.0,19100.0,18500.0,18900.0,True,100.0,98.93724322319031,100000.0,partition,memo_to_end,20000.0,100000.0,4.678857574239373,58.179750056206586,2.6401164531707764,0.5,2.6401164531707764,95.72659301757812,98.93724060058594,0.14199402928352356,0.01884741708636284
fede_addition_4e8fb211e318,B,federated,partitions,,modular,transformer,adamw,ce,0.3,1000,128,1.0,0.001,123,20,5,1.0,operand,0.5,fedavg,1.0,0.0,20000,10000,95.0,19100.0,18500.0,18900.0,True,100.0,98.93724322319031,100000.0,partition,init_to_end,0.0,100000.0,2.4433833412826065,1.0264701778388812,0.7942723035812378,0.0,1.980087399482727,0.7942723035812378,98.93724060058594,4.741901397705078,0.01884741708636284
fede_addition_4e8fb211e318,B,federated,partitions,,modular,transformer,adamw,ce,0.3,1000,128,1.0,0.001,123,20,5,1.0,operand,0.5,fedavg,1.0,0.0,20000,10000,95.0,19100.0,18500.0,18900.0,True,100.0,98.93724322319031,100000.0,partition,fed_to_twin,100000.0,100000.0,5.064642741068383,534.1929592499471,1.6892271041870117,0.5,1.6892271041870117,98.93724060058594,100.0,0.01884741708636284,0.00011443051334936172
fede_addition_4ea41581fa32,A,federated,partitions,,modular,groknet,gd,mse,0.3,1000,256,0.0,50.0,456,50,5,1.0,operand,0.5,fedavg,1.0,0.0,10000,10000,95.0,3900.0,14000.0,14000.0,True,100.0,100.0,50000.0,partition,memo_to_end,5000.0,50000.0,0.003167470516928006,0.8831969254492296,0.22772127389907837,0.0,97.54061126708984,0.22772127389907837,100.0,0.007015597075223923,0.00015714192704763263
fede_addition_4ea41581fa32,A,federated,partitions,,modular,groknet,gd,mse,0.3,1000,256,0.0,50.0,456,50,5,1.0,operand,0.5,fedavg,1.0,0.0,10000,10000,95.0,3900.0,14000.0,14000.0,True,100.0,100.0,50000.0,partition,init_to_end,0.0,50000.0,0.002575899154180661,0.49229101858823077,0.8957036733627319,0.0,100.0,0.8957036733627319,100.0,0.010307802818715572,0.00015714192704763263
fede_addition_4ea41581fa32,A,federated,partitions,,modular,groknet,gd,mse,0.3,1000,256,0.0,50.0,456,50,5,1.0,operand,0.5,fedavg,1.0,0.0,10000,10000,95.0,3900.0,14000.0,14000.0,True,100.0,100.0,50000.0,partition,fed_to_twin,50000.0,50000.0,0.0024670808525115717,25.87121226196218,100.0,0.0,100.0,100.0,100.0,0.00015714192704763263,3.35782315232791e-05
fede_addition_4f72ce3b9922,B,federated,participation_setups,,modular,transformer,adamw,ce,0.3,1000,128,0.1,0.001,42,20,5,0.5,iid,0.5,fedavg,1.0,0.0,80000,10000,95.0,1800.0313315926896,39299.84595300266,39299.84595300266,True,100.0,99.94406700134277,200000.0313315917,f,init_to_end,0.0,200000.0313315917,12.664605630537494,5.3349666124318595,0.7383376359939575,0.2,1.8346571922302246,0.9844501614570618,99.9440689086914,4.747772693634033,4.605692822678975e-07
fede_addition_4f72ce3b9922,B,federated,participation_setups,,modular,transformer,adamw,ce,0.3,1000,128,0.1,0.001,42,20,5,0.5,iid,0.5,fedavg,1.0,0.0,80000,10000,95.0,1800.0313315926896,39299.84595300266,39299.84595300266,True,100.0,99.94406700134277,200000.0313315917,f,fed_to_twin,200000.0313315917,200000.0,5.019833240691591,14474005.700769003,3.0428459644317627,0.5,3.0428459644317627,99.9440689086914,100.0,4.605692822678975e-07,2.3306499485897803e-07
fede_addition_50b8bf50be1d,A',federated,partitions,,modular,groknet,adamw,mse,0.2,1000,256,0.1,0.001,123,10,5,1.0,target,0.5,fedavg,1.0,0.0,20000,10000,95.0,1600.0,19100.0,19100.0,True,100.0,100.0,100000.0,partition,init_to_end,0.0,100000.0,0.002383034583181143,0.4034036520346106,0.9431456327438354,0.0,100.0,0.9431456327438354,100.0,0.010312463156878948,0.001502177445217967
fede_addition_50b8bf50be1d,A',federated,partitions,,modular,groknet,adamw,mse,0.2,1000,256,0.1,0.001,123,10,5,1.0,target,0.5,fedavg,1.0,0.0,20000,10000,95.0,1600.0,19100.0,19100.0,True,100.0,100.0,100000.0,partition,fed_to_twin,100000.0,100000.0,0.00838449746322567,11.143503965704078,93.22528839111328,0.5,93.22528839111328,100.0,100.0,0.001502177445217967,2.6450036330061266e-06
fede_addition_5138dfd75982,B,federated,partitions,,modular,transformer,adamw,ce,0.3,1000,128,1.0,0.001,123,20,5,1.0,dirichlet,0.5,fedavg,1.0,0.0,20000,10000,95.0,7300.0,7300.0,25100.0,True,100.0,98.94843101501465,100000.0,partition,memo_to_end,10000.0,100000.0,4.560009829699993,89.23132220754718,1.9912742376327515,0.5,1.9912742376327515,96.58798217773438,98.94843292236328,0.07448378205299377,0.02772270143032074
fede_addition_5138dfd75982,B,federated,partitions,,modular,transformer,adamw,ce,0.3,1000,128,1.0,0.001,123,20,5,1.0,dirichlet,0.5,fedavg,1.0,0.0,20000,10000,95.0,7300.0,7300.0,25100.0,True,100.0,98.94843101501465,100000.0,partition,init_to_end,0.0,100000.0,2.9067313656210905,1.2188513414078064,0.7942723035812378,0.0,1.5549838542938232,0.7942723035812378,98.94843292236328,4.741901397705078,0.02772270143032074
fede_addition_5138dfd75982,B,federated,partitions,,modular,transformer,adamw,ce,0.3,1000,128,1.0,0.001,123,20,5,1.0,dirichlet,0.5,fedavg,1.0,0.0,20000,10000,95.0,7300.0,7300.0,25100.0,True,100.0,98.94843101501465,100000.0,partition,fed_to_twin,100000.0,100000.0,5.086572420879383,365.4523340387458,1.8346571922302246,0.5,1.8346571922302246,98.94843292236328,100.0,0.02772270143032074,0.00011443051334936172
fede_addition_51ef8033f4bc,B,federated,local_epochs,,modular,transformer,adamw,ce,0.3,1000,128,0.1,0.001,42,10,10,1.0,iid,0.5,fedavg,1.0,0.0,20000,10000,95.0,2500.0,75000.0,75300.0,True,100.0,100.0,200000.0,E,init_to_end,0.0,200000.0,3.211197707030546,1.3527175420302169,0.861393928527832,0.1,1.6332924365997314,0.9844501614570618,100.0,4.747772693634033,4.295265476628174e-09
fede_addition_51ef8033f4bc,B,federated,local_epochs,,modular,transformer,adamw,ce,0.3,1000,128,0.1,0.001,42,10,10,1.0,iid,0.5,fedavg,1.0,0.0,20000,10000,95.0,2500.0,75000.0,75300.0,True,100.0,100.0,200000.0,E,fed_to_twin,200000.0,200000.0,8.006393291060084,67461952.39034334,1.476675271987915,0.5,1.476675271987915,100.0,100.0,4.295265476628174e-09,2.3306499485897803e-07
fede_addition_527b9524c1be,B,federated,aggregation,fl,modular,transformer,adamw,ce,0.3,1000,128,1.0,0.001,456,10,5,1.0,iid,0.5,fedavg,1.0,0.0,20000,10000,95.0,5800.0,5800.0,5800.0,True,100.0,99.96644258499146,100000.0,K,memo_to_end,10000.0,100000.0,4.896591647993773,519.8643352570722,3.4343886375427246,0.5,3.4343886375427246,99.73151397705078,99.96644592285156,0.016434939578175545,0.002403019927442074
fede_addition_527b9524c1be,B,federated,aggregation,fl,modular,transformer,adamw,ce,0.3,1000,128,1.0,0.001,456,10,5,1.0,iid,0.5,fedavg,1.0,0.0,20000,10000,95.0,5800.0,5800.0,5800.0,True,100.0,99.96644258499146,100000.0,K,init_to_end,0.0,100000.0,2.7873191601596776,1.17378298969019,0.8278330564498901,0.0,1.4095536470413208,0.8278330564498901,99.96644592285156,4.746889114379883,0.002403019927442074
fede_addition_527b9524c1be,B,federated,aggregation,fl,modular,transformer,adamw,ce,0.3,1000,128,1.0,0.001,456,10,5,1.0,iid,0.5,fedavg,1.0,0.0,20000,10000,95.0,5800.0,5800.0,5800.0,True,100.0,99.96644258499146,100000.0,K,fed_to_twin,100000.0,100000.0,5.064362552668774,4214.485908013112,2.8638551235198975,0.4,4.060856819152832,99.96644592285156,100.0,0.002403019927442074,2.922027704244101e-07
fede_addition_52c6c96d8eb3,B,federated,aggregation_alpha2,fl,modular,transformer,adamw,ce,0.4,1000,128,1.0,0.001,123,10,5,1.0,iid,0.5,fedavg,1.0,0.0,20000,10000,95.0,2400.0,3400.0,3400.0,True,100.0,99.99999403953552,100000.0,K,init_to_end,0.0,100000.0,2.4282418436836455,1.0234306305744951,0.6917253732681274,0.1,1.592273473739624,0.7047767639160156,99.99999237060547,4.741779327392578,0.0035190272610634565
fede_addition_52c6c96d8eb3,B,federated,aggregation_alpha2,fl,modular,transformer,adamw,ce,0.4,1000,128,1.0,0.001,123,10,5,1.0,iid,0.5,fedavg,1.0,0.0,20000,10000,95.0,2400.0,3400.0,3400.0,True,100.0,99.99999403953552,100000.0,K,fed_to_twin,100000.0,100000.0,7.351212339350605,4031.7554698229724,1.161576509475708,0.5,1.161576509475708,99.99999237060547,99.99999237060547,0.0035190272610634565,0.00012762859114445746
fede_addition_5748162f820d,B,federated,aggregation_alpha2,fl,modular,transformer,adamw,ce,0.4,1000,128,1.0,0.001,123,5,5,1.0,iid,0.5,fedavg,1.0,0.0,20000,10000,95.0,1200.0,1700.0,1700.0,True,100.0,99.99999403953552,100000.0,K,init_to_end,0.0,100000.0,1.670457409983169,0.7045697405754333,0.600365400314331,0.1,8.796658515930176,0.7047767639160156,99.99999237060547,4.741779327392578,8.365380494979036e-07
fede_addition_5748162f820d,B,federated,aggregation_alpha2,fl,modular,transformer,adamw,ce,0.4,1000,128,1.0,0.001,123,5,5,1.0,iid,0.5,fedavg,1.0,0.0,20000,10000,95.0,1200.0,1700.0,1700.0,True,100.0,99.99999403953552,100000.0,K,fed_to_twin,100000.0,100000.0,6.649978973545035,103529.7129309692,1.461759328842163,0.5,1.461759328842163,99.99999237060547,99.99999237060547,8.365380494979036e-07,0.00012762859114445746
fede_addition_59b44694e0ac,A,federated,participation,,modular,groknet,gd,mse,0.25,1000,256,0.0,50.0,456,50,5,0.2,iid,0.5,fedavg,1.0,0.0,100000,10000,95.0,699.9808673469402,8999.88520408178,8999.88520408178,True,100.0,99.84412789344788,99999.69175187919,f,init_to_end,0.0,99999.69175187919,0.002794810076466092,0.5421560435766835,0.906900942325592,0.0,99.75910949707031,0.906900942325592,99.84413146972656,0.010307816788554192,2.16724492929643e-06
fede_addition_59b44694e0ac,A,federated,participation,,modular,groknet,gd,mse,0.25,1000,256,0.0,50.0,456,50,5,0.2,iid,0.5,fedavg,1.0,0.0,100000,10000,95.0,699.9808673469402,8999.88520408178,8999.88520408178,True,100.0,99.84412789344788,99999.69175187919,f,fed_to_twin,99999.69175187919,100000.0,0.011920538554477389,1833.1758106074021,99.84413146972656,0.0,99.97166442871094,99.84413146972656,100.0,2.16724492929643e-06,1.08380963865784e-05
fede_addition_5a55860dd764,A,federated,size_control,,modular,groknet,gd,mse,0.25,1000,256,0.0,50.0,123,20,5,1.0,dirichlet_sizes,0.1,fedavg,1.0,0.0,20000,10000,95.0,3300.0,29900.0,29900.0,True,100.0,100.0,100000.0,dirichlet,memo_to_end,5000.0,100000.0,0.004160292230153573,1.317465280045718,0.1983845829963684,0.0,93.0565414428711,0.1983845829963684,100.0,0.00630381191149354,1.1788648407673463e-05
fede_addition_5a55860dd764,A,federated,size_control,,modular,groknet,gd,mse,0.25,1000,256,0.0,50.0,123,20,5,1.0,dirichlet_sizes,0.1,fedavg,1.0,0.0,20000,10000,95.0,3300.0,29900.0,29900.0,True,100.0,100.0,100000.0,dirichlet,init_to_end,0.0,100000.0,0.0027043830734328365,0.5238913909863162,0.906900942325592,0.0,99.98583221435547,0.906900942325592,100.0,0.010312424041330814,1.1788648407673463e-05
fede_addition_5a55860dd764,A,federated,size_control,,modular,groknet,gd,mse,0.25,1000,256,0.0,50.0,123,20,5,1.0,dirichlet_sizes,0.1,fedavg,1.0,0.0,20000,10000,95.0,3300.0,29900.0,29900.0,True,100.0,100.0,100000.0,dirichlet,fed_to_twin,100000.0,100000.0,0.004252406441082712,406.75667243161234,100.0,0.0,100.0,100.0,100.0,1.1788648407673463e-05,9.120198228629306e-06
fede_addition_5ae0e018c66e,A,federated,dirichlet_band,,modular,groknet,gd,mse,0.25,1000,256,0.0,50.0,123,20,5,1.0,dirichlet,10.0,fedavg,1.0,0.0,20000,10000,95.0,3300.0,28900.0,28900.0,True,100.0,100.0,100000.0,dirichlet,memo_to_end,5000.0,100000.0,0.0041588611875340575,1.3167862462925954,0.226725235581398,0.0,92.90067291259766,0.226725235581398,100.0,0.006302633788436651,1.40500305860769e-05
fede_addition_5ae0e018c66e,A,federated,dirichlet_band,,modular,groknet,gd,mse,0.25,1000,256,0.0,50.0,123,20,5,1.0,dirichlet,10.0,fedavg,1.0,0.0,20000,10000,95.0,3300.0,28900.0,28900.0,True,100.0,100.0,100000.0,dirichlet,init_to_end,0.0,100000.0,0.00270300727133872,0.5235102034855473,0.906900942325592,0.0,99.98583221435547,0.906900942325592,100.0,0.010312424041330814,1.40500305860769e-05
fede_addition_5ae0e018c66e,A,federated,dirichlet_band,,modular,groknet,gd,mse,0.25,1000,256,0.0,50.0,123,20,5,1.0,dirichlet,10.0,fedavg,1.0,0.0,20000,10000,95.0,3300.0,28900.0,28900.0,True,100.0,100.0,100000.0,dirichlet,fed_to_twin,100000.0,100000.0,0.0035407201648922637,305.6266895944471,100.0,0.0,100.0,100.0,100.0,1.40500305860769e-05,9.120198228629306e-06
fede_addition_5d432cfedad4,B,federated,dirichlet_setups,,modular,transformer,adamw,ce,0.3,1000,128,1.0,0.001,42,10,5,1.0,dirichlet,10.0,fedavg,1.0,0.0,20000,10000,95.0,5700.0,7800.0,7800.0,True,100.0,100.0,100000.0,dirichlet,memo_to_end,10000.0,100000.0,3.895646948322657,38713527.27155076,16.120370864868164,0.5,16.120370864868164,100.0,100.0,1.0682143170015479e-07,9.44336449038019e-08
fede_addition_5d432cfedad4,B,federated,dirichlet_setups,,modular,transformer,adamw,ce,0.3,1000,128,1.0,0.001,42,10,5,1.0,dirichlet,10.0,fedavg,1.0,0.0,20000,10000,95.0,5700.0,7800.0,7800.0,True,100.0,100.0,100000.0,dirichlet,init_to_end,0.0,100000.0,2.0033890728851063,0.8439279478243424,0.9061416387557983,0.1,5.649401664733887,0.9844501614570618,100.0,4.747772693634033,9.44336449038019e-08
fede_addition_5d432cfedad4,B,federated,dirichlet_setups,,modular,transformer,adamw,ce,0.3,1000,128,1.0,0.001,42,10,5,1.0,dirichlet,10.0,fedavg,1.0,0.0,20000,10000,95.0,5700.0,7800.0,7800.0,True,100.0,100.0,100000.0,dirichlet,fed_to_twin,100000.0,100000.0,4.248654654910034,22663519.54698851,7.047768592834473,0.5,7.047768592834473,100.0,100.0,9.44336449038019e-08,2.804997052407998e-07
fede_addition_5e7f648a1a1f,A',federated,aggregation,fl,modular,groknet,adamw,mse,0.2,1000,256,0.1,0.001,456,50,5,1.0,iid,0.5,fedavg,1.0,0.0,20000,10000,95.0,8500.0,97200.0,97200.0,True,100.0,97.35653400421143,100000.0,K,memo_to_end,10000.0,100000.0,0.002624635468237102,0.5594191475961123,0.6774707436561584,0.0,30.313495635986328,0.6774707436561584,97.35653686523438,0.006474201567471027,0.0029092293698340654
fede_addition_5e7f648a1a1f,A',federated,aggregation,fl,modular,groknet,adamw,mse,0.2,1000,256,0.1,0.001,456,50,5,1.0,iid,0.5,fedavg,1.0,0.0,20000,10000,95.0,8500.0,97200.0,97200.0,True,100.0,97.35653400421143,100000.0,K,init_to_end,0.0,100000.0,0.001959466468542814,0.29651118162189993,0.86344313621521,0.0,91.08660888671875,0.86344313621521,97.35653686523438,0.010307583957910538,0.0029092293698340654
fede_addition_5e7f648a1a1f,A',federated,aggregation,fl,modular,groknet,adamw,mse,0.2,1000,256,0.1,0.001,456,50,5,1.0,iid,0.5,fedavg,1.0,0.0,20000,10000,95.0,8500.0,97200.0,97200.0,True,100.0,97.35653400421143,100000.0,K,fed_to_twin,100000.0,100000.0,0.007263823582206896,4.987879331212999,78.45377349853516,0.4,88.21731567382812,97.35653686523438,100.0,0.0029092293698340654,3.360570644872496e-06
fede_addition_5f4c77773bba,B,federated,aggregation,fl,modular,transformer,adamw,ce,0.3,1000,128,1.0,0.001,42,10,5,1.0,iid,0.5,fedavg,1.0,0.0,20000,10000,95.0,8000.0,9800.0,9800.0,True,100.0,100.0,100000.0,K,memo_to_end,10000.0,100000.0,3.7694821981713176,182.54918124285325,8.904799461364746,0.5,8.904799461364746,97.13614654541016,100.0,0.04052489995956421,0.0007733646780252457
fede_addition_5f4c77773bba,B,federated,aggregation,fl,modular,transformer,adamw,ce,0.3,1000,128,1.0,0.001,42,10,5,1.0,iid,0.5,fedavg,1.0,0.0,20000,10000,95.0,8000.0,9800.0,9800.0,True,100.0,100.0,100000.0,K,init_to_end,0.0,100000.0,2.343978158012033,0.9872403591448937,0.861393928527832,0.2,2.5953688621520996,0.9844501614570618,100.0,4.747772693634033,0.0007733646780252457
fede_addition_5f4c77773bba,B,federated,aggregation,fl,modular,transformer,adamw,ce,0.3,1000,128,1.0,0.001,42,10,5,1.0,iid,0.5,fedavg,1.0,0.0,20000,10000,95.0,8000.0,9800.0,9800.0,True,100.0,100.0,100000.0,K,fed_to_twin,100000.0,100000.0,4.926453482739504,12735.692342040875,3.4008278846740723,0.4,3.4343886375427246,100.0,100.0,0.0007733646780252457,2.804997052407998e-07
fede_addition_6012c2826c4b,B,federated,setup_k_ladder,,modular,transformer,adamw,ce,0.3,1000,128,0.1,0.001,42,5,5,1.0,iid,0.5,fedavg,1.0,0.0,20000,10000,95.0,800.0,51200.0,51200.0,True,100.0,100.0,100000.0,K,init_to_end,0.0,100000.0,8.777751778532258,3.697629327367401,0.872580885887146,0.1,2.282134532928467,0.9844501614570618,100.0,4.747772693634033,1.462881149549844e-09
fede_addition_6012c2826c4b,B,federated,setup_k_ladder,,modular,transformer,adamw,ce,0.3,1000,128,0.1,0.001,42,5,5,1.0,iid,0.5,fedavg,1.0,0.0,20000,10000,95.0,800.0,51200.0,51200.0,True,100.0,100.0,100000.0,K,fed_to_twin,100000.0,100000.0,9.022102616827512,88284.47513685323,1.722787857055664,0.5,1.722787857055664,100.0,99.32878875732422,1.462881149549844e-09,0.00020438560750335455
