setup,metric,n_runs,median_lead_frac_delay,frac_runs_leading
B,rep_pr_te,56,-1.1535657721119126,0.4107142857142857
B,rep_unit_gini_te,56,-1.1535657721119126,0.25
B,rep_unit_pr_te,56,-0.6945658571711457,0.4107142857142857
B,sharp_grad_norm,56,-3.0695978534983035,0.17857142857142858
B,sharp_lambda_max,56,-3.0695978534983035,0.17857142857142858
B,sharp_lr_lambda,56,-3.0695978534983035,0.17857142857142858
B,unit_fourier_diff_share,56,-1.1535657721119126,0.32142857142857145
B,unit_fourier_marginal_share,56,-1.3637544017845808,0.14285714285714285
B,unit_fourier_other_share,56,-1.1535657721119126,0.2857142857142857
B,unit_fourier_sum_share,56,-1.1535657721119126,0.05357142857142857
B,unit_frac_interacting,50,-2.4186455167173255,0.0
B,unit_interaction_share,56,-1.3637544017845808,0.14285714285714285
B,unit_n_distinct_sum_freqs,33,0.1702127659574468,0.6666666666666666
B,unit_sum_freq_concentration,56,-1.1535657721119126,0.05357142857142857
B,w_WE_cos_init,56,-1.1535657721119126,0.19642857142857142
B,w_WE_dist_init,56,-1.2357593155465496,0.08928571428571429
B,w_WE_eff_rank,56,-1.1535657721119126,0.3392857142857143
B,w_WE_entry_gini,56,-2.0441913607548283,0.17857142857142858
B,w_WE_fro,56,-1.2357593155465496,0.08928571428571429
B,w_WE_rel_dist_init,56,-1.2357593155465496,0.08928571428571429
B,w_WE_row_gini,56,-2.529054987912499,0.16071428571428573
B,w_WE_row_pr,56,-2.8330063556936538,0.16071428571428573
B,w_WE_spec,56,-2.325388564427671,0.21428571428571427
B,w_WE_stable_rank,56,-1.1535657721119126,0.25
B,w_WE_sv_gini,56,-1.1535657721119126,0.39285714285714285
B,w_WK_cos_init,56,-0.6945658571711457,0.39285714285714285
B,w_WK_dist_init,56,-1.6486228244676155,0.32142857142857145
B,w_WK_eff_rank,56,-1.2357593155465496,0.07142857142857142
B,w_WK_entry_gini,56,-1.3218339307048983,0.16071428571428573
B,w_WK_fro,56,-1.1535657721119126,0.35714285714285715
B,w_WK_rel_dist_init,56,-1.6486228244676155,0.32142857142857145
