setup,axis,family,cell,moment,metric,n,median,q25,q75
A,K,0.25|wd0.0,boundary K50 E5 f1 iid fedavg,first,tw_pred_agree_grid,5,0.6865767240524292,0.6739292144775391,0.6915718913078308
A,K,0.25|wd0.0,boundary K50 E5 f1 iid fedavg,first,tw_clock_key_jaccard,5,0.9,0.8947368421052632,0.9166666666666666
A,K,0.25|wd0.0,boundary K50 E5 f1 iid fedavg,first,tw_clock_energy_cos,5,0.9864225180800965,0.9830263307154574,0.9909369604675458
A,K,0.25|wd0.0,boundary K97 E5 f1 iid fedavg,cross,tw_step_gap,2,0.005263157894736842,0.002631578947368421,0.007894736842105263
A,K,0.25|wd0.0,boundary K97 E5 f1 iid fedavg,cross,tw_rel_dist,2,1.1860311627388,1.1735758483409882,1.198486477136612
A,K,0.25|wd0.0,boundary K97 E5 f1 iid fedavg,cross,tw_cos,2,0.3018057644367218,0.28827306628227234,0.31533846259117126
A,K,0.25|wd0.0,boundary K97 E5 f1 iid fedavg,cross,tw_first_rel_dist,2,1.187002718448639,1.17692831158638,1.1970771253108978
A,K,0.25|wd0.0,boundary K97 E5 f1 iid fedavg,cross,tw_pred_agree_te,2,0.9531671106815338,0.9507935792207718,0.9555406421422958
A,K,0.25|wd0.0,boundary K97 E5 f1 iid fedavg,cross,tw_twin_acc_te,2,100.0,100.0,100.0
A,K,0.25|wd0.0,boundary K97 E5 f1 iid fedavg,cross,tw_fed_acc_te,2,95.31671142578125,95.0793571472168,95.5540657043457
A,K,0.25|wd0.0,boundary K97 E5 f1 iid fedavg,cross,tw_cka_te,2,0.14237357813354118,0.14015621684265567,0.14459093942442672
A,K,0.25|wd0.0,boundary K97 E5 f1 iid fedavg,cross,tw_pred_agree_grid,2,0.9648740887641907,0.9630938768386841,0.9666543006896973
A,K,0.25|wd0.0,boundary K97 E5 f1 iid fedavg,cross,tw_clock_key_jaccard,2,0.5495169082125604,0.5464975845410628,0.552536231884058
A,K,0.25|wd0.0,boundary K97 E5 f1 iid fedavg,cross,tw_clock_energy_cos,2,0.7596466075908216,0.7543814785540153,0.7649117366276279
A,K,0.25|wd0.0,boundary K97 E5 f1 iid fedavg,end,tw_step_gap,5,0.0,0.0,0.0
A,K,0.25|wd0.0,boundary K97 E5 f1 iid fedavg,end,tw_rel_dist,5,1.1935038566589355,1.1892921924591064,1.1974235773086548
A,K,0.25|wd0.0,boundary K97 E5 f1 iid fedavg,end,tw_cos,5,0.2765517234802246,0.2747403681278229,0.2856532335281372
A,K,0.25|wd0.0,boundary K97 E5 f1 iid fedavg,end,tw_first_rel_dist,5,1.1906760931015015,1.1814372539520264,1.1975257396697998
A,K,0.25|wd0.0,boundary K97 E5 f1 iid fedavg,end,tw_pred_agree_te,5,0.7109253406524658,0.6050729751586914,0.9579141736030579
A,K,0.25|wd0.0,boundary K97 E5 f1 iid fedavg,end,tw_twin_acc_te,5,100.0,100.0,100.0
A,K,0.25|wd0.0,boundary K97 E5 f1 iid fedavg,end,tw_fed_acc_te,5,71.09253692626953,60.50729751586914,95.79141998291016
A,K,0.25|wd0.0,boundary K97 E5 f1 iid fedavg,end,tw_cka_te,5,0.12749409700260028,0.12330017043259607,0.13793885555177016
A,K,0.25|wd0.0,boundary K97 E5 f1 iid fedavg,end,tw_pred_agree_grid,5,0.7831863164901733,0.7036879658699036,0.9684345126152039
A,K,0.25|wd0.0,boundary K97 E5 f1 iid fedavg,end,tw_clock_key_jaccard,5,0.5555555555555556,0.5217391304347826,0.5652173913043478
A,K,0.25|wd0.0,boundary K97 E5 f1 iid fedavg,end,tw_clock_energy_cos,5,0.7186108640414959,0.6926655532289208,0.7491163495172091
A,K,0.25|wd0.0,boundary K97 E5 f1 iid fedavg,first,tw_step_gap,5,0.0,0.0,0.0
A,K,0.25|wd0.0,boundary K97 E5 f1 iid fedavg,first,tw_rel_dist,5,0.6714560389518738,0.6690152883529663,0.6901097893714905
A,K,0.25|wd0.0,boundary K97 E5 f1 iid fedavg,first,tw_cos,5,0.818138599395752,0.8059617280960083,0.8194876313209534
A,K,0.25|wd0.0,boundary K97 E5 f1 iid fedavg,first,tw_first_rel_dist,5,0.7010224461555481,0.6986664533615112,0.7215081453323364
A,K,0.25|wd0.0,boundary K97 E5 f1 iid fedavg,first,tw_pred_agree_te,5,0.26314297318458557,0.2617259621620178,0.27958056330680847
A,K,0.25|wd0.0,boundary K97 E5 f1 iid fedavg,first,tw_twin_acc_te,5,1.5162250995635986,1.5020546913146973,2.2672524452209473
A,K,0.25|wd0.0,boundary K97 E5 f1 iid fedavg,first,tw_fed_acc_te,5,0.4251098334789276,0.4109395146369934,0.5101317763328552
A,K,0.25|wd0.0,boundary K97 E5 f1 iid fedavg,first,tw_cka_te,5,0.2559386587513131,0.2506976538971951,0.25756634048902527
A,K,0.25|wd0.0,boundary K97 E5 f1 iid fedavg,first,tw_pred_agree_grid,5,0.44499948620796204,0.44234246015548706,0.45669040083885193
A,K,0.25|wd0.0,boundary K97 E5 f1 iid fedavg,first,tw_clock_key_jaccard,5,0.7906976744186046,0.775,0.8048780487804879
A,K,0.25|wd0.0,boundary K97 E5 f1 iid fedavg,first,tw_clock_energy_cos,5,0.9423120885843526,0.9261148438101895,0.9423940241246884
A,K,0.25|wd0.0,boundary K97 E5 f1 iid fedavg,memo,tw_step_gap,1,0.015384615384615385,0.015384615384615385,0.015384615384615385
A,K,0.25|wd0.0,boundary K97 E5 f1 iid fedavg,memo,tw_rel_dist,1,1.1967778205871582,1.1967778205871582,1.1967778205871582
A,K,0.25|wd0.0,boundary K97 E5 f1 iid fedavg,memo,tw_cos,1,0.2828938364982605,0.2828938364982605,0.2828938364982605
A,K,0.25|wd0.0,boundary K97 E5 f1 iid fedavg,memo,tw_first_rel_dist,1,1.2178853750228882,1.2178853750228882,1.2178853750228882
A,K,0.25|wd0.0,boundary K97 E5 f1 iid fedavg,memo,tw_pred_agree_te,1,0.12257333099842072,0.12257333099842072,0.12257333099842072
A,K,0.25|wd0.0,boundary K97 E5 f1 iid fedavg,memo,tw_twin_acc_te,1,100.0,100.0,100.0
A,K,0.25|wd0.0,boundary K97 E5 f1 iid fedavg,memo,tw_fed_acc_te,1,12.257332801818848,12.257332801818848,12.257332801818848
A,K,0.25|wd0.0,boundary K97 E5 f1 iid fedavg,memo,tw_cka_te,1,0.12699530923473193,0.12699530923473193,0.12699530923473193
A,K,0.25|wd0.0,boundary K97 E5 f1 iid fedavg,memo,tw_pred_agree_grid,1,0.33956849575042725,0.33956849575042725,0.33956849575042725
A,K,0.25|wd0.0,boundary K97 E5 f1 iid fedavg,memo,tw_clock_key_jaccard,1,0.5106382978723404,0.5106382978723404,0.5106382978723404
A,K,0.25|wd0.0,boundary K97 E5 f1 iid fedavg,memo,tw_clock_energy_cos,1,0.5408322343275794,0.5408322343275794,0.5408322343275794
A,K,0.25|wd0.0,boundary K97 E5 f1 operand fedavg,cross,tw_step_gap,5,0.013333333333333334,0.0,0.013333333333333334
A,K,0.25|wd0.0,boundary K97 E5 f1 operand fedavg,cross,tw_rel_dist,5,1.168140172958374,1.1499834060668945,1.1749060153961182
A,K,0.25|wd0.0,boundary K97 E5 f1 operand fedavg,cross,tw_cos,5,0.32705968618392944,0.3221820294857025,0.348145067691803
A,K,0.25|wd0.0,boundary K97 E5 f1 operand fedavg,cross,tw_first_rel_dist,5,1.1978025436401367,1.1787751913070679,1.2000298500061035
A,K,0.25|wd0.0,boundary K97 E5 f1 operand fedavg,cross,tw_pred_agree_te,5,0.9366586804389954,0.932407557964325,0.9393510222434998
A,K,0.25|wd0.0,boundary K97 E5 f1 operand fedavg,cross,tw_twin_acc_te,5,100.0,100.0,100.0
A,K,0.25|wd0.0,boundary K97 E5 f1 operand fedavg,cross,tw_fed_acc_te,5,93.6658706665039,93.24075317382812,93.93510437011719
A,K,0.25|wd0.0,boundary K97 E5 f1 operand fedavg,cross,tw_cka_te,5,0.15372508276259475,0.14701597854294268,0.18547800050205637
A,K,0.25|wd0.0,boundary K97 E5 f1 operand fedavg,cross,tw_pred_agree_grid,5,0.9524922966957092,0.9493038654327393,0.9545116424560547
A,K,0.25|wd0.0,boundary K97 E5 f1 operand fedavg,cross,tw_clock_key_jaccard,5,0.5869565217391305,0.5454545454545454,0.6170212765957447
A,K,0.25|wd0.0,boundary K97 E5 f1 operand fedavg,cross,tw_clock_energy_cos,5,0.7594234037592176,0.742188081246447,0.7670223262000513
A,K,0.25|wd0.0,boundary K97 E5 f1 operand fedavg,end,tw_step_gap,5,0.0,0.0,0.0
A,K,0.25|wd0.0,boundary K97 E5 f1 operand fedavg,end,tw_rel_dist,5,1.1717088222503662,1.1517959833145142,1.174695372581482
A,K,0.25|wd0.0,boundary K97 E5 f1 operand fedavg,end,tw_cos,5,0.3170086145401001,0.3076592683792114,0.33827394247055054
